Text,User,Date,Time
"RT @umasseduc: Justin Coles, asst. prof. of social justice education, was inducted into the Martin Luther King Jr. Collegium of Scholars at…",AcCEMakers,2023-04-24,16:38:45
"RT @FlagshipClub: Empower your kids to become tomorrow's innovators by nurturing their entrepreneurial spirit with Flagship.
.
Join the #st…",yadavamit1434,2023-05-03,12:49:24
RT @Nana93492588: Good morning #UMass! https://t.co/10g3tgFj2V,theeshoe,2023-04-30,17:39:12
"RT @MLBPastPresent: The Career of Red Ruffing!

Written &amp; Published by @RobTheYankee

#RedRuffing #Yankees #RedSox https://t.co/M0ILDGob1t",RobTheYankee,2023-05-03,18:11:30
"Tonight is going to be reeeeeeeeeally interesting…

Manoah vs. Verdugo…

#RedSox #BlueJays https://t.co/ujDCcuSj83",SawxTakes,2023-05-03,16:27:14
RT @MacDime54: Smart move to bring back Tanner in sixth after a rocky fifth. This is development. This is how you learn to be a pitcher.…,Mike_McCarthy15,2023-05-03,12:01:50
#RedSox Alex Verdugo's 13 multi-hit games so far this season is 2nd-most in #MLB after #Braves Ronald Acuña Jr. (14).,RSNStats,2023-05-03,00:18:32
"Great to be back with you once again, fans, for #RedSox Tuesday night baseball from Fenway Park in Boston.

Thanks for enjoying today's game with RSNStats. Glad you're here.",RSNStats,2023-05-02,23:11:37
12th come-from-behind win of the season for #RedSox.,RSNStats,2023-05-03,01:52:47
Our #capstone #constructionmanagement project presentations are well underway at this point. Here are the first two teams that presented. Well done everyone! https://t.co/GR0aC2Zn8X #UMassAmherst #UMassCNS #UMassSES #UMassECO #UMassBCT https://t.co/dduvEwKHVv,UMassBCT,2023-04-28,13:44:49
RT @UMassFootball: 🎥 Full highlights from today's Spring Game presented by Mass General Brigham Sports Medicine at Cooley Dickinson Hospita…,freshlegsdiaz,2023-04-30,18:44:02
"RT @UMassPSE: The @UMassPSE ASPIRE Program is celebrating 25 years! This year through #UMassGives 2023, they are raising funds so that even…",abhiram_r7,2023-04-26,14:56:52
"RT @UMassMLacrosse: As Day 1⃣ of #UMassGives winds down, we want to say thank you to some of our incredible supporters!🥍🦍 Thank you Laxback…",RAVSLAX26,2023-04-27,01:00:28
"RT @UMassWBB: 🕙Time is running out! Less than 2️⃣ hours left to give to the future of UMass Women’s Basketball!!

We are only 1️⃣2️⃣gifts f…",ksparky86,2023-04-28,02:32:13
"The wait is over! This year's #UMassGives theme is 👀

Just take the amount you were planning to donate, and add 👀 to it. Support the UMass MBB social media team with a $23👀 donation! https://t.co/qhlQfTf41c",ol_trevmeister,2023-04-26,13:01:30
Red Sox Wrap: Home Run Party Saves Boston From Disastrous Inning https://t.co/uswaxiExLi #RedSox #RT,SoxNH,2023-05-03,13:06:19
How I do love that dirty water! #RedSox #fenway,GraubartMedia,2023-05-03,01:59:11
"RT @MLBPaceTracker: FINAL (9): #BlueJays (18-12) at #RedSox (17-14)

TOR 6 (8H, 0E)
BOS 7 (14H, 0E)

WP: Richard Bleier (W, 1-0)
LP: Erik S…",BlueJaysPBP,2023-05-03,01:51:23
"RT @RSNStats: BOOM! BOOM! #RedSox Connor Wong doesn't care which pitcher you roll out, he's going to knock it out of the park again!",GrayHairJoe,2023-05-03,01:46:46
Such a good one last night. #RedSox https://t.co/M64G4Q7h3c,JayMedinaX,2023-05-03,16:14:33
Blue Jays vs. Red Sox Game Highlights (5/2/23) | MLB Highlights #RedSoxBaseball #DirtyWater #RedSox #MediasRojas https://t.co/NOLnwhnH1o,RedSoxViews,2023-05-03,05:25:01
"Home run by #RedSox Connor Wong came on a 96.5 MPH sinker from #BlueJays Zach Pop. Spin rate was 2,051 RPM. 

Left the bat at 98.2 MPH with a 25° launch angle. Estimated distance was 368 feet with an xBA of .420.",RSNStats,2023-05-03,01:00:36
"RT @SamBergerShow: The New York Yankees are in Last Place 

Goodnight. 

#Yankees @Yankees #MLB #MLBTwitter #RedSoxNation #redsox @RedSox #…",hilljustin998,2023-05-03,02:35:40
🚨RED MASATAKA YOSHIDA SURPRISES EVERYONE! SOX NEWS! RED SOX NEWS TODAY! ... https://t.co/alzmV4C9G6 via @YouTube #redsox #redsoxnews #redsoxlatestnews #masatakayoshida #bostonredsoxnews,herbao222,2023-05-02,19:19:36
"RT @UMassFootball: Ahead of today's Spring Game, we're excited to announce our 2023 Boland Inspirational Award winners:  

 Marcus Bradley…",coachalexmiller,2023-04-30,20:26:29
RT @DonnaGreenx: @LynnMcNair Every practitioner will be delighted to hear this feedback.The commitment to work extremely hard on their @Fal…,FalkirkFroebel,2023-04-30,07:43:17
RT @NESN: Wong's SECOND of the game secures the W! 🙌 #RedSox https://t.co/Q1YpBBCyOd,RyanPaulhus,2023-05-03,03:58:01
"ANOTHER WONG DONG!!! Who needs mookie!!

#Redsox",wallyspicks1,2023-05-03,01:41:08
"By the end of the year I’m going to be able to memorize the entire #Cambridge #Pavers Commercial
#NESN #redsox",BigBirdGanggang,2023-05-03,01:14:58
"No one is on base, Devers.Time to hit a homerun #redsox",IgnoredByPlec,2023-05-02,23:59:25
Let's Go #RedSox! Beat Toronto!,ChrisConfalone,2023-05-02,23:00:01
"Arroyo HE followed by a Wong laser off the LF wall for a double, 1-0 #RedSox",RochieWBZ,2023-05-02,23:39:51
"RT @nauticallyspeak: Oh what a view of a beautiful ship 😍

#cunard #cunarder #flagship #qm2 #carnivaluk #carnivalcorporation #nauticallyspe…",oj_cruzeirista,2023-04-28,01:36:29
"Today is the start of #UMassGives allowing our families, friends, alums &amp; fans show their support and make a gift that will go specifically to enhancing @UMassWSoccer 🚩

Our goal is to get to 75 total donors this year so I hope you’ll help us out!

https://t.co/jMfP5UXx49 https://t.co/NdDJhWXzH6",jasondowiak,2023-04-26,11:12:06
"#UMassGives is here! The @acspmse @POLY_ACS UMass Student Chapter @umasspmsepoly is participating and would greatly appreciate your support to continue funding graduate student-focused professional development events! 
Donate now - via the link!  👉 https://t.co/5pPnqfqdpH https://t.co/dq3oap6mRi",UMassPSE,2023-04-26,02:16:48
"RT @whifftracker: #BlueJays 6 @ #RedSox 5 [T6-2o]:

Danny Jansen (swinging; 1)

RHP Tanner Houck (5)
Seq (5): SL sl SI sl SL×
s3: 81.8mph S…",BlueJaysPBP,2023-05-03,00:55:23
RT @BriMarieD: I just noticed the new sign above the huge Jumbotron keeps track of balls and strikes ! So cool ! #RedSox #Dirtywater https:…,redsox1976,2023-05-03,00:21:41
"Christian ARROYO! 
Solo shot in the 2nd, gives the @Redsox a 1-0 lead. 
#Redsox #DirtyWater",ScrantonRedSox,2023-05-02,23:38:25
"(Today’s #RedSox Bullpen Report)
(5/2/23)

(Available to Pitch)
Kenley Jansen
Chris Martin
John Schreiber 
Richard Bleier
Ryan Brasier

(Unavailable to Pitch)
Josh Winckowski
Kutter Crawford
Brennan Bernardino",joshtorres02,2023-05-02,18:44:40
I just noticed the new sign above the huge Jumbotron keeps track of balls and strikes ! So cool ! #RedSox #Dirtywater https://t.co/zCDA2LkXRS,BriMarieD,2023-05-03,00:17:38
Happy birthday to 1964 all-star &amp; 1967 WS champion INF Eddie Bressoud #RedSox #SFGiants #Mets #STLCards,dmann1471,2023-05-02,15:52:10
"Red Sox reliever Zack Kelly undergoes successful elbow surgery, could still return this season #BostonRedSox #RedSox #RedSoxNation #RedSoxFans https://t.co/AS5FeXS32f",RedSoxViews,2023-05-03,02:19:00
"RT @NESN: ""It means a lot to me and my family""

Tanner Houck on his partnership with @thehomeorg | #RedSox https://t.co/izU55Izlsg",CescSanchez21,2023-05-02,22:11:41
RT @NLCarolynMuse: A #HappyBirthday to retired shortstop/#MiLB manager/#MLB scout/collegiate baseball coach Eddie Bressoud (91).  #Giants (…,GilCividanes,2023-05-02,23:27:22
"Idk, man, the #RedSox got Wong and Verdugo from the Betts trade. Not too bad.",RapidamenteTV,2023-05-03,01:43:10
"#BlueJays at #RedSox, (Y.Kikuchi vs T.Houck) 7:10 pm ET, B-R Game Stat Sheet: https://t.co/UDA25zXOeQ  #playball",baseball_ref,2023-05-02,23:09:59
"THANK YOU SIR MAY I HAVE ANOTHER!

Tobin! Again on the man-up!

#GorillaLacrosse🦍 x #Flagship🚩 https://t.co/9GWQH3iEM3",UMassMLacrosse,2023-04-28,21:52:52
"RT @UMassHockey: Congratulations on an incredible career Justin!!! 👏 Forever proud to call you one of our own.

#NewMass X #Flagship 🚩 http…",hockey_east,2023-04-24,17:58:38
"Mookie Betts Rookie Auto 2014 Topps Supreme Blue

🔗https://t.co/2grFPklxcU

#RedSox #Topps #thehobby #sportscards https://t.co/SpPwY7v63K",CardsStew,2023-05-02,21:45:00
"RT @EricProduce: This is actually crazy and sad, but true. The #RedSox are hot right now, and all I see on Facebook and twitter, even on po…",EdHand89,2023-05-03,20:39:15
"#Redsox building a little picket fence with a run each in the 2nd, 3rd and 4th.

#Bluejays down 3-0 as they go to the 5th at Fenway.",Wilnerness,2023-05-03,00:20:19
"#BlueJays 0 @ #RedSox 1
[Bot 2nd, 2 out]:

Connor Wong doubles (5) on a sharp line drive to LF Daulton Varsho.

Hit: 384ft, 113.6mph🔥, 20°🚀

Kikuchi: 1.2 IP, 3 H, 1 R, 1 K [31 pitches, 19 strikes]",BlueJaysPBP,2023-05-02,23:39:07
"Devers is just getting beat FB after FB. He's gotta shorten up a little bit. Most of those pitches he fouled off should be still going. 
#Redsox #DirtyWater",ScrantonRedSox,2023-05-03,00:02:59
"No one skips the post game interviews now 
 
https://t.co/tyy38VmmpB
 
#Baseball #Boston #BostonRedSox #MajorLeagueBaseball #Massachusetts #MLB #MLBAmericanLeague #MLBAmericanLeagueEast #RedSox https://t.co/OBeEQ0YcO9",raw_chili,2023-05-02,21:38:06
"Embarrassing this dude is still paid by Boston media.

#RedSox https://t.co/BTdTPv5hV2",SawxTakes,2023-05-02,18:24:54
"Connor Wong 4 for 4 with two homers and a Josh Winckowski save. Baseball never fails to surprise. 

#RedSox 7, #BlueJays 6.

That extra inning from Tanner Houck was huge, btw.",PeteAbe,2023-05-03,01:50:42
"#BlueJays 0 @ #RedSox 2
[Bot 3rd, 3 out]:

Rafael Devers flies out sharply to CF Kevin Kiermaier.

Hit: 303ft, 100.2mph, 47°

Kikuchi: 3.0 IP, 5 H, 2 R, 2 K [54 pitches, 34 strikes]",BlueJaysPBP,2023-05-03,00:01:27
RT @BriMarieD: Finally a win!!! #RedSox https://t.co/jG8N0hleva,TonyGre32835476,2023-05-03,07:53:06
"Last time out was a loss for #RedSox starter Tanner Houck. It came last Wednesday at #Orioles. Allowed 4 runs (3 earned) on 7 hits with 2 walks and 2 strikeouts over 5.0 IP. Threw 86 pitches, 59 for strikes.",RSNStats,2023-05-03,00:05:19
"RT @ZTEDevice: ""The 64 Mps cameras impressed more than expected"" – @AndroidPolice

Get positively surprised by the #ZTEAxon40Ultra stunning…",awytsbu1xox1ga1,2023-05-03,15:43:38
"A midweek road game awaits...⚾️

🆚 Quinnipiac
📆 Wednesday, May 3
📍 Hamden, Conn.
🏟 Quinnipiac Baseball Field
⏰ 3 p.m.
📊 https://t.co/vFYy1UZlKp
📰 https://t.co/ZJpj1ev0rP

#Flagship 🚩 https://t.co/uGpOTMhu1I",UMassBaseball,2023-05-02,17:16:32
"Blessed to receive my Second Offer from @UMassFootball #FlagShip🚩

@Coach_Mince54 @keithdudz @FBCoachDBrown @CoachGaston_ @Coach_Cole47 @PopeJohnLionsFB @CoachWheatNCSA @RivalsRichie @RivalsFriedman @EdOBrienCFB @MohrRecruiting https://t.co/SDi1ho0uck",tyler_houser8,2023-05-02,15:00:10
"RT @ValdamarTBrower: 📍Pensacola, Florida❗️
Looking for disciplined SAVAGES ‼️
U were, U are, U WILL BE, UMASS❤️
#Flagship🚩 https://t.co/yGA…",JakeLaneUMass,2023-05-01,19:04:25
"Doubles Update:

1️⃣ Krasakova/Senli 1-5 ⬇️
2️⃣ Hack/Napadiy 3-3 ↔️
3️⃣ Cannon/Jonglertrakul 3-3 ↔️

#Flagship 🚩",UMassTennis,2023-04-29,13:30:24
"RT @UMassWBB: Welcome to the #Flagship🚩, Yolanda Cole (@YolandaCole21) and Samera Marsh (@MC_SamBam)‼️

📰 https://t.co/FIP4ttITap https://t…",c_andrews21,2023-05-01,20:56:15
"🎥 Full highlights from today's Spring Game presented by Mass General Brigham Sports Medicine at Cooley Dickinson Hospital

#Flagship🚩 https://t.co/bJS9WP2myq",UMassFootball,2023-04-29,18:21:24
"Spring Game Ready @UMassFootball 

#Flagship 🚩 https://t.co/28tP8PWmUF",ChrisPTucci,2023-04-29,12:05:24
"RT @UMass_XC_TF: Final regular season home meet is TODAY!

🏃 Pre-Championship Invite
📍 Amherst, Mass. (UMass Track &amp; Field Complex)
⏰ 10:45…",AndrewChabon,2023-04-29,12:00:36
"Doubles Update #️⃣2️⃣ 

1️⃣Senli/Krasakova: 4-4
2️⃣Hack/Napadiy: 5-2⬇️
3️⃣Cannon/Jonglertrakul: 4-3⬆️

#Flagship🚩",UMassTennis,2023-04-28,17:18:14
"Jimin from BTS arrives at Tiffany &amp; Co. Reopening Of NYC Flagship Store, The Landmark 

#Arrives | #Tiffany | #Reopening | #Flagship 

https://t.co/LhSep8vx2f",jasonleo83,2023-04-28,01:05:02
"RT @GlobalTechG: OnePlus 6 Review: Flagship Killer &amp; Bang for the Buck!!!! Visit Link:
https://t.co/6hRHOp6p8F
(Share with friends)
#OnePlu…",GlobalTechG,2023-04-27,13:40:27
"1⃣ Day Left to support UMass Men's Basketball!

#UMassGives #Flagship 🚩

🔗 https://t.co/i3Vt5Lb6xR https://t.co/bQcQYGPAvL",UMassMBB,2023-04-27,04:20:00
"𝐆𝐀𝐌𝐄𝐃𝐀𝐘 in the 𝟒𝟏𝟑! ⚾️

🆚 Hartford
📍 Amherst, Mass.
🏟 Earl Lorden Field
⏰ 3 p.m.
📺 ESPN+
💻 https://t.co/q35zJ18RcP
📊 https://t.co/MFnEgu4X2s

#Flagship 🚩 https://t.co/ZnsMRoX8vP",UMassBaseball,2023-04-25,11:36:19
"RT @coachFMartin: Thx to @jgumass for putting together a great zoom call tonite with former players, alumns, donors and court club members.…",LABCBasketball,2023-04-27,05:34:35
"It's time for the @UMassJournalism #UMassGives Power Hour! During the 11 am - 12 noon ET Power Hour, it's the number of gifts that counts: as little as $5 can help the department win a bonus! Give here: https://t.co/pMDU7X4QCU https://t.co/DutFNTHKds",SBS_UMass,2023-04-27,15:07:45
#BlueJays Matt Chapman entered tonight's game leading American League for times on base (55). #RedSox Alex Verdugo was tied for 4th with Bo Bichette on that same list (50).,RSNStats,2023-05-03,00:04:58
"TODAY'S THE DAY! #UMassGives Power Hour to benefit the Hannah Frilot Scholarship is from 3-4 p.m.! Even a $5 dollar donation can make a very big impact. Our Samm Delorey explains in this video how you can take part and make a difference! 
https://t.co/4TCMFlviea",UMassAmherstIT,2023-04-26,14:46:43
"Home run by #RedSox Christian Arroyo came on a 91.5 MPH changeup from #BlueJays Yusei Kikuchi. Spin rate was 1,827 RPM. 

Pitch was barreled at 101.7 MPH with a 29° launch angle. Estimated distance was 404 feet with an xBA of .710. #BarrelAlert",RSNStats,2023-05-02,23:38:13
"New places gift you new experiences. 

#college #event #competition #intercollege #scottishchurch #scc #management #business #administration #bba #presentation #flagship #winning #winner #habit #victory #team #experience #places #besc #AyushJain https://t.co/MewTyI5dpg",193ayushjain,2023-04-27,15:13:56
"Head Coach @CoachMikeLeflar is calling on all UMass Women's Basketball supporters to invest in the future of your Minutewomen! 🏀

#UMassGives #Flagship 🚩

🔗 https://t.co/9jNMGYjb19 https://t.co/ROorwHAI1B",UMassWBB,2023-04-26,13:15:00
"#SimpleEnergy is launching its #flagship #electric scooter, the #Simple One, which can cover up to 300 km on a #singlecharge and features #digital instrument cluster, #GPS navigation, and #Bluetooth connectivity. #elogicals #themetloid",elogicalstech,2023-04-27,04:32:28
Maybe we need to start trusting Chaim Bloom. In Chaim we trust. #RedSox,CodyNewberry5,2023-05-03,15:07:53
"At least we have Conor Wong. 

The greatest hitter in MLB history. 

#RedSox @RedSox https://t.co/SJxx1djUTj",SamBergerShow,2023-05-03,01:41:28
ANY time Devers wants to start earning that contract would be great #redsox,IgnoredByPlec,2023-05-03,00:53:36
"RT @FYF_Media: When does David Hamilton get the call up to play some SS? 

#RedSox #RedSoxNation #DirtyWater https://t.co/BFiWd7In5Q",KyleBowman725,2023-05-03,16:26:38
Connor wong #2 HR for the night #redsox https://t.co/fJCBFMapHD,eskimoflow,2023-05-03,01:41:23
"#BlueJays 0 @ #RedSox 0
[Top 1st, 1 out]:

George Springer strikes out swinging.

Springer: 0 for 1, 1 K",BlueJaysPBP,2023-05-02,23:13:45
"#UMassGives ’23 is HERE! #GiveHappy and help fund our amazing student organizations. A gift as small as $5 will help us reach our goal of 100 donors and unlock a matching gift of $10,000! Learn more &amp; give today: https://t.co/Tz5AJE2uck https://t.co/iJiGbqwIOn",manningcics,2023-04-26,13:05:06
"Today @ThePembyPub:
#Tennis QF’s 11a
#EPL #Fulham/#Liverpool &amp;
   #WestHam/#ManCity 12p
#MLB #Giants/#Astros 11a
  #Jays/#RedSox 4p
#NHL #Devils/#Canes 4p
  #Oilers/#Knights 6:30
#NBA #76ers/#Celtics 5p
#northvan
#HappyHour 3-6 &amp; 9-12
All Day $5.25 #beer:Coors

Now on #DoorDash! https://t.co/vshC8A7zzh",ThePembyPub,2023-05-03,14:47:37
#RedSox Tanner Houck allows back-to-back hits from bottom 2 batters in this #BlueJays order. Big spot here for top of TOR order.,RSNStats,2023-05-03,00:25:18
#RedSox Alex Verdugo is aboard for a 3rd time tonight with a hit-by-pitch. His 3rd HBP of the season.,RSNStats,2023-05-03,00:38:27
"Daulton Varsho off RHP Tanner Houck - 106.6 mph, 27 degrees (406 ft Home Run)
87.6 mph Splitter
#BlueJays @ #RedSox (T5)",MLBBarrelAlert,2023-05-03,00:32:53
How interesting - the #RedSox have hit the most doubles this season with 68. Also second in SLG and OPS. All hitting stats are good. https://t.co/shMB8oid3t,richwevans,2023-05-03,07:15:20
"It NOW is what sports fans call “a PERFECT day in the American League East!” 

New York #Yankees - WIN
Tampa Bay #Rays - WIN
Baltimore #Orioles - WIN
Boston #RedSox - WIN
Rogers #BlueJays - LOSE! 

#RepBX #DirtyWater #RaysUp #Birdland",SweetTeeOnAir,2023-05-03,02:58:31
"#BlueJays 6 @ #RedSox 6
[Top 7th, 0 out]:

Pitching Change: John Schreiber replaces Tanner Houck.",BlueJaysPBP,2023-05-03,01:19:26
FUCK YES!!! #RedSox #Wong,lokidokeyy,2023-05-03,01:01:54
"With that being said, it won't be the end of collabs between me + Sox as we could be doing a few games this season, #Yankees and #RedSox as well as our usual #ThursdayNightFootball sessions!",BBlueintheBronx,2023-05-02,20:48:16
"#BlueJays 6 @ #RedSox 6
[Bot 7th, 2 out]:

Masataka Yoshida walks.

García: 1.0 IP, 0 H, 1 BB, 1 K, 1 Inherited (0 scored) [15 pitches, 7 strikes]",BlueJaysPBP,2023-05-03,01:29:14
"MacLean gets double digits on the scoreboard with his 2nd knock of the day! 💪

E5 | UMass 10, Siena 2

#Flagship 🚩 https://t.co/H3nfqM90CW",UMassBaseball,2023-04-26,20:46:31
"Head Coach @CoachReynolds25 has a pre-game message for UMass Baseball supporters!

#UMassGives #Flagship 🚩 

🔗https://t.co/d3BUxqH621 https://t.co/l0dLMBqEJe",UMassBaseball,2023-04-26,16:28:03
"Luttazi with a 2-run shot!💣

B7 | UMass 8, Hartford 1              

#Flagship🚩 https://t.co/6ynR1MqxWo",UMassBaseball,2023-04-25,21:12:50
"The other day on Tuesday, April 25 the University of Massachusetts Amherst celebrated the installation of a 12-foot segment of the Berlin Wall painted by famed French artist Thierry Noir at the Memorial Hall patio. 

To find out more visit: https://t.co/HO7094LyKc

#umass https://t.co/9o8rcGJbld",esl_umass,2023-04-27,14:14:11
"SBS RISE (Remedying Inequity through Student Engagement) serves first-gen, BIPOC, and/or low income SBS undergrads. Your gifts can help us unlock nearly $45K in generous #UMassGives challenges via these @UMass_SBS_RISE funds: https://t.co/pidaIXjp61 &amp; https://t.co/9FkRM2Dhi6 https://t.co/IMbdcfzxna",SBS_UMass,2023-04-27,21:50:34
"Congratulations to our Challenge Winners! 🏆

🥇@UMassBaseball ⚾️
🥈@UMassHockey 🏒
🥉@UMassMSoccer ⚽️

Less than 1️⃣2️⃣ hours left in #UMassGives!

🔗https://t.co/W4uTpuEFfX https://t.co/1HCrnrDAAv",UMassAthletics,2023-04-27,16:30:00
"All 3 #RedSox at the top of tonight's batting order: Alex Verdugo (his 13th multi-hit game), Justin Turner (9th), and Rob Refsnyder (2nd).

Also multi-hits tonight from Masataka Yoshida (10th) and Connor Wong (5th).",RSNStats,2023-05-03,02:16:36
"Wong went off tonight!!!!!

#RedSox win!!!",NyteRyda_2,2023-05-03,01:50:16
#RedSox turn to Josh Winckowski in relief vs #BlueJays.,RSNStats,2023-05-03,01:47:06
Connor fucking Wong!!! What a game! #RedSox,rsheehy7,2023-05-03,01:42:44
"Red Sox fans, while you're celebrating the latest trade, why not also celebrate some extra cash? Download TEMU with my code &lt;122122036&gt; and search your way to up to $20 in rewards. It's a home run for your wallet! #TEMU #RedSox
https://t.co/9T6CS11aRU",treva_norman,2023-05-02,20:23:41
"BOSTON RED SOX PINSTRIPE 59FIFTY now available from NEWERACAP

#newdrop #neweracap #mlb #bostonredsox #redsox #dirtywater #dodamage #boston #massachusetts #pinstripe #59fifty #hatcrawler #fitted #alwaysgotafittedonmyhead #newerahat

https://t.co/W6qwiu4VCO",hatcrawler,2023-05-03,13:59:05
"⭐️ Connor Wong is 1st #RedSox, age 26 or younger, with 4+ hits, including 3 extra-base hits and 2 home runs, since Xander Bogaerts on August 1, 2019.",RSNStats,2023-05-03,02:11:06
"The .709 OPS by bottom of the order opponents this season vs #RedSox pitching is 6th highest in #MLB, 3rd-worst in American League after #Athletics (.821) and #WhiteSox (.799).",RSNStats,2023-05-03,00:57:46
"Smart move to bring back Tanner in sixth after a rocky fifth. This is development. This is how you learn to be a pitcher. 

It’s his game to win or lose. Good move by AC. 

#dmactweets #redsox #fenway",MacDime54,2023-05-03,01:00:41
This offense is relentless. Guys just keep showing up. Lotta fun. Pitching? Not that fun. #RedSox,chorgs17,2023-05-03,01:43:18
"A 6 spot in the inning for Houck. 

Horrendous. 

#RedSox @RedSox",SamBergerShow,2023-05-03,00:33:16
WTF is Houck still in this hame?  Again I swear Cora has a fixed plan for pitchers and doesn't change even if they are falling apart. He is horrible at managing pitchers.  #RedSox,dph_stfu,2023-05-03,00:31:56
"I don’t mean to shock you, but the Red Sox are tied for the fourth-most wins in the American League at the moment.  #RedSox",TomCaron,2023-05-03,02:10:56
"#BlueJays 6 @ #RedSox 6
[Top 8th, 3 out]:

Alejandro Kirk grounds out, 3B Rafael Devers to 1B Justin Turner.

Kirk: 0 for 4",BlueJaysPBP,2023-05-03,01:36:28
"This was our view out of the Carousel Lounge on #MSCVirtuosa as we prepared to disembark.  🙂👍

#cunard #cunarder #qm2 #stern #southampton #flagship #nauticallyspeaking https://t.co/EgVsFoJ3AT",nauticallyspeak,2023-04-30,22:38:47
I’m supporting @UMassUWiL during #UMassGives today because #mentorship matters. https://t.co/Nn5iS0laEM #uwil2023 #ucanuwil https://t.co/GN9a8dTkEC,kelseycintolo,2023-04-26,14:05:12
"Jesus you can’t walk Kiermaier. He’s awful

#RedSox",SawxTakes,2023-05-03,01:48:44
Batted ball that traveled the farthest distance in this game was a home run for #BlueJays Daulton Varsho vs #RedSox. Estimated distance was 406 feet. https://t.co/X5d9rMONCp,RSNStats,2023-05-03,02:00:24
#BlueJays turn to Zach Pop now in relief of Yusei Kikuchi vs #RedSox.,RSNStats,2023-05-03,00:47:38
"RT @NESN: ""I think the offense has really carried this club""

@TimWakefield49 on the Sox start to the season

@TomCaron | #RedSox https://t…",JackSmiley006,2023-05-02,23:01:49
Houck Day!! Let’s goooo!!! #RedSox #dirtywater https://t.co/8quHDK7uAq,KokoRexBaz,2023-05-02,21:14:05
"Underperforming MLB players, teams under the microscope in May: Who will bounce back? #BostonRedSox #RedSox #RedSoxNation #GoRedSox https://t.co/1PtMT91grv",RedSoxViews,2023-05-02,20:38:01
BOOM! #RedSox Christian Arroyo blasts his 1st home run of the season!,RSNStats,2023-05-02,23:37:35
Connor Wong! Have a night!!!! #redsox,DBGaming_18,2023-05-03,01:41:29
"The freshmen shined today! 🤩

Four Minutemen freshmen recorded career highs and collegiate firsts, as we take game one, 7-5, at St. Bonaventure!

📰 https://t.co/I26x9CwIFb

#Flagship 🚩 https://t.co/9F5A66scq1",UMassBaseball,2023-04-28,18:43:49
"A RBI single from Nolan Tichy helps extend our lead

M6 | UMass 5, St. Bonaventure 3

#Flagship 🚩",UMassBaseball,2023-04-28,16:03:23
"🚨Most Gifts Challenge🚨

UMass Men's Basketball supporters we need YOU to show up between 11:00 a.m. - 12:00 p.m. &amp; help us win 🥇 the Most Gifts Challenge! Every gift matters!!🏀

#UMassGives #Flagship🚩

🔗https://t.co/i3Vt5Lb6xR https://t.co/9QdbhVuEoi",UMassMBB,2023-04-27,13:08:00
"""She was terrific and gone way too early."" 

Doc Rivers gets emotional remembering Heather Walker 💚

#Move4Heather @celtics https://t.co/kSxOfOzhBP",NBCSCeltics,2023-05-01,22:31:05
"Blumenthal drives in Luttazi for his third RBI of the game💪

B6 | UMass 5, Hartford 0          

#Flagship🚩 https://t.co/I9orIrZrsX",UMassBaseball,2023-04-25,20:49:40
"Here's how you can watch today's action ⤵️

💻 https://t.co/zz2Ac8sGHc

#Flagship 🚩",UMassBaseball,2023-05-03,16:15:30
"Our lineup for game ✌️!

Skagerlind | CF
MacLean | 1B
Tichy | LF
Luttazi | DH
Hanson | RF
Blumenthal | 3B
Toth | C
Hill | SS
Pearsons | 2B

Taylor Perrett gets the ball first! ⚾️

#Flagship 🚩",UMassBaseball,2023-04-29,16:01:10
"The Bonnies score two in the bottom half of the inning to take the lead

E1 | St. Bonaventure 2, UMass 1

#Flagship 🚩",UMassBaseball,2023-04-28,14:29:08
"RT @UMassTennis: Head Coach @jcnunez17 sending a message from ☀️ Orlando, FL where UMass Tennis is competing in the A10 Championships!🎾

We…",Nana93492588,2023-04-27,22:45:44
"We're back at it in two days as we take on George Washington in a Friday home double header with first pitch at 12 p.m.

#Flagship 🚩 https://t.co/06P58ACOdl",UMassSoftball,2023-04-26,22:57:25
"Yesterday was fun! Let's do it again today! 😁

Check out these highlights from our 9-2 victory over Hartford! 👀🎥

#Flagship 🚩 https://t.co/XTnHNDZCfa",UMassBaseball,2023-04-26,11:19:24
"Power Hour for World Librarians is going on NOW! Donate to our collaborators' worthy cause to give them a chance to win bonus money during #UMassGives!

Link: https://t.co/TgIX5OZWdJ https://t.co/OpslX3Z1qL https://t.co/oOwRZrmYSM",UMassLibraries,2023-04-27,17:41:29
"Up by one after one.

#GorillaLacrosse🦍 x #Flagship🚩 https://t.co/FOCWzXE7K1",UMassMLacrosse,2023-04-28,21:33:07
"RT @UMassAmherst: Happy 160th birthday, UMass! 

Here's to another 160 revolutionary years! 🎂 🎉 

Thanks for the amazing cake, @UMassDining…",umassengin,2023-05-01,18:05:08
"Yeasrs ago, I took a great class about #FilmNoir at #UMass #Amherst with Jack Shadoian.  Check out his book ""Dreams and Dead Ends"".",katylab55,2023-05-03,14:38:21
Sidekicks Spring Show 2023!✨👯‍♀️❤️🤍👯‍♀️✨@NHSTexans #Flagship. #TexansAtWork @Gene_Pike @HatfieldElem @SidekicksSocial https://t.co/ehzHBwl3YL,PTranNHS,2023-04-30,00:44:22
"RT @FolukeMichael: 📍The call for registration will launch today by 7pm 💃🏾

📍Join @FolukeMichael @HaomaWorgwu @VictoryAshaka @marinayprinces…",FORAMinitiative,2023-04-30,09:54:45
