,Text,Sentiment_value
1062,fascinating project part honors thesis give umassgives,1
1063,plate bluejays first baseman vladimir guerrero jr double rbi strikeouts lifetime vs redsox tanner houck including game far,1
1064,umass memorial medical group physicians hiring psychiatrist associate medical director chl worcester covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass,-1
1065,bluejays redsox bot st rob refsnyder strikes swinging kikuchi ip h k pitches strikes,-1
1066,true tree hugger trees oldtrees umass arborist,1
1067,sam hill continues hit parade two run two bagger e umass siena flagship,1
1068,rt rsnstats boom redsox connor wong finally gets home run ties game,1
1069,rt partyinkeywest aboard another week paradise keywest westernschooner flagship ahlexdiego,1
1070,fulfill dream getting startup funding high school days learn summer boot camp flagship mentorshipprogram youngentrepreneur businessinvestment investmentfunds startupfunding,1
1071,one one gorillalacrosse x flagship,-1
1072,congratulations career preparation co op student christian g earning microsoft office specialist certification powerpoint christian earned industry based certifications year nhstexans flagship texansatwork nisdcte iamnisdcte,1
1073,umass field hockey calling supporters show program next days giving roll umass umassgives flagship,1
1074,time year umassgives giving minuteman bucks isenbergumass umasswbb,0
1075,st time right time redsox look damage early one vs bluejays starter yusei kikuchi far season opponents best numbers vs kikuchi st plate appearances,0
1076,rt nana good morning umass,1
1077,congratulations incredible career justin forever proud call one newmass x flagship,1
1078,umass memorial medical group physicians hiring academic ob gyn physician covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass job,0
1079,offense relentless guys keep showing lotta fun pitching fun redsox,1
1080,singles update umass davidson hack senli krasakova napadiy jonglertrakul akimova flagship,-1
1081,red sox hitting good wish pitching better boston massachusetts redsox bostonredsox baseball mlb,0
1082,day umassgives winds want say thank incredible supporters umassgives flagship,1
1083,rt umassfootball day umassgives winds want say thank incredible supporters umassgives flags,1
1084,bluejays redsox bot th umpire review home run initiated connor wong homers fly ball left field hit ft mph pop ip h r inherited scored pitches strikes updated,-1
1085,umass gives officially underway time support umass baseball together make difference umassgives flagship,1
1086,rt themassco umass goumass proceeds go umass athletes,-1
1087,national basketball association ers vs celtics live live ersceltics phivsbos brotherlylove move heather fortheloveofphilly sixers bostonceltics nba nbaplayoffs nba k playoffmode gameday live livestream,1
1088,good luck audrey camryn amp haley competing summit fl kynnedy competing uil regional track meet lubbock weekend flagship texansatwork,1
1089,rt umassmlacrosse icymi closed regular season friday fourth straight garber field victory finish year,-1
1090,rt umassamherst know umassgives raising money making impact near far donors um,-1
1091,lynnmcnair every practitioner delighted hear feedback commitment work extremely hard falkirkfroebel flagship journey inchlairelcc amazing recognising positive impacts amp ongoing developments living froebelian principles,1
1092,recruits visit could sit one horses stockbridge wearing tricorn hat latest adidas gear carrying lantern would make great social media pics matters kids days umasstwitter flagship,1
1093,power hour world librarians going donate collaborators worthy cause give chance win bonus money umassgives link,-1
1094,samsung galaxy may use ev technology boost battery report battery flagship galaxys samsung samsung said using technology used electric vehicles boost battery galaxy ultra months away read,-1
1095,red sox say pitcher zack kelly underwent successful ulnar nerve transposition revision right elbow earlier today surgery performed dr jeffrey dugas andrews institute birmingham alabama redsox,-1
1096,rt umasstennis arrived ready championships week flagship,1
1097,bluejays redsox top th jarren duran remains game center fielder,1
1098,rt umassbaseball blumenthal flashing leather umass hartford flagship,1
1099,tanner houck odds new second favorite player redsoxbaseball dirtywater redsox mediasrojas,1
1100,time running less hours left give future umass xc track amp field gifts goal supporters help us make hop skip jump goal umassgives flagship,1
1101,rt fightma defense white offense maroon today old school new england football weather annual spring game umass,1
1102,today starting lineup hartford skagerlind cf maclean b luttazi dh hanson rf tichy lf blumenthal b hill ss pearsons b given c tyler dalton takes mound start flagship,1
1103,wishing umasstennis best luck wten championships flagship,1
1104,umass head coach brown opening remarks post spring game twitter cut end per new standards newftbj kstone,1
1105,geez tanner houck nothing inning redsox,-1
1106,schreiber gets job done keeps scoreless th redsox,-1
1107,blessed offered university massachusetts flagship,1
1108,grading authority new england premier card grading authentication company tgacards redsox topps whodoyoucollect mlb celtics,1
1109,rt umassamherst happiness wearing school colors pride giveaway alert chance win umassgives sweatshirt tell us,-1
1110,time devers wants start earning contract would great redsox,1
1111,rt umasslacrosse day umassgives winds want say thank incredible supporters umassgives flags,1
1112,graded greggolson tgacards mlb orioles thehobby whodoyoucollect redsox,0
1113,rt umassathletics fans miss free non ticketed event saturday get first look umassfootbal,-1
1114,bluejays redsox bot th connor wong homers fly ball left center field hit ft mph swanson ip h r pitches strikes,-1
1115,absolute disbelief george springer face catching ball redsox dirtywater,-1
1116,redsox turn josh winckowski relief vs bluejays,1
1117,break action fans quick reminder rsnstats designed entertaining accompaniment enjoy alongside redsox games,1
1118,gifts challenge calling umass hockey supporters show p amp help us win gifts challenge every gift matters matter size umassgives flagship,1
1119,cunardline queenmary way berths looks fabulous cunarder iconic qm flagship nauticallyspeaking,1
1120,rt bravescountryhd braves country today bravescountry today lfg mlb braves vs marlins game preview forthea mets phillie,1
1121,many thanks generous support alumni friends amp family umassgives fundraiser together raised nearly help umassjournalism students appreciate partnership grateful sbs umass umassamherst,1
1122,rt umassmlacrosse gameday presented cooleydickinson hobart pm amherst mass,1
1123,else excited see alex verdugo take alek manoah tonight verdugo career manoah ba b hr rbi ops fun redsox dirtywater,0
1124,connor wong erupts two home runs leads red sox past blue jays bostonredsox redsox redsoxnation goredsox,-1
1125,topps ucc flagship soon disappear however blaster boxes sale exclusively gamedigital stores blaster boxes also contain exclusive infernal parallels per box flagship thehobby ucc,1
1126,today start umassgives allowing families friends alums amp fans show support make gift go specifically enhancing umasswsoccer goal get total donors year hope help us,1
1127,redsox turn richard bleier relief vs bluejays,1
1128,leaving miamiheat win hydelounge flagship priceless,-1
1129,connor wong turning duel threat eyes redsox,1
1130,vivo pad flagship tablet official photo leaked online news product,-1
1131,back two days take george washington friday home double header first pitch p flagship,1
1132,amazing game connor wong redsox,1
1133,flagship van road today rest wicked teamtwdrainage drainage flagship workvehicle fleet healthandsafety hpwj waterjetting drainclearance,1
1134,look redsox rank far season variety offensive measures vs mlb teams red see view hotter team playing blue means cooler performance,0
1135,sbs dc umassgives power hour happening noon et important internship program connects sbs majors umass alumni working washington dc give amp help win bonus,1
1136,lou gets always tbh redsox ttig,0
1137,houck day let goooo redsox dirtywater,-1
1138,rt toobigforyou game fuckin win row redsox,-1
1139,rt umassbct today enjoyed presentation forestry massachusetts sean mahoney director wood utilization stat,1
1140,rt umassadmissions happy tuesday today sharing interesting statistics year umassamherst first year applications,1
1141,bluejays redsox bot nd enrique hern ndez grounds b whit merrifield b vladimir guerrero jr kikuchi ip h k pitches strikes,-1
1142,george mason amherst mass pm espn flagship,1
1143,proud donate umassgives still time make contribution support directly affects student athletes,1
1144,minutes umassgives power hour help us afford equipment opportunities student journalists,1
1145,wong hr redsox tie,0
1146,redsox wins row bluejays aaaand yankees basement,1
1147,rt flagshipclub empowering next generation business leaders one kid entrepreneur time flagship program join us,1
1148,umassgives gift resource economics help sponsor events like alumni event boston department resource economics great things hope give today help support department students umassgives,1
1149,polina akimova clinches match point us sending us wten semifinals tomorrow morning defeat davidson kit mohr atlantic flagship,1
1150,rt amaresanders blessed receive offer university massachusetts agtg flagship sims coach keithdudz coachmli,1
1151,connor wong powers redsox win blue jays first career multi homer game,1
1152,george springer suuuucks bosox redsox,-1
1153,rt mlbpacetracker final bluejays redsox tor h e bos h e wp richard bleier w lp erik,1
1154,david ortiz mvp award debate moms redsox,1
1155,senior day goal emma farnham q umass george mason flagship,1
1156,today day umassgives power hour benefit hannah frilot scholarship p even dollar donation make big impact samm delorey explains video take part make difference,1
1157,wing kiyan anthony picks umass offer tonight son former syracuse star carmelo anthony also holds providence george mason offers along one pop alma mater,1
1158,final game one game two coming shortly flagship,1
1159,starting book tonight written umass legend themassco supporter tmcla buy,1
1160,open save polarglobal outlet polar journal sense new flagship sportswatch launched close opening trail track season polar ultra watch featuring apple,1
1161,oh god wrong kenley redsox,-1
1162,redsox houck connor wong big day works incredibly hard say everyone clubhouse see go stage amazing super happy incredible day hope see many,1
1163,red sox promote lefty relief prospect nathan landry high greenville bostonredsox redsox redsoxnation goredsox,1
1164,subway explain subwaypakistan sandwich marketingdigital food retail flagship chainproject brand salad,1
1165,final usta national campus fordham umass flagship,1
1166,rt umassathletics another strong showing classroom student athletes teams posted perfect scores latest,1
1167,attention red sox fans sons fenway shirt order show love legendary fenway park sonsoffenway redsox redsoxnation,1
1168,pitching change blake bennett takes bump flagship,1
1169,rt umassbaseball got fast start helping us triumph hartford afternoon steve luttazi nolan tichy con,1
1170,minutes away gifts challenge head coach coachreynolds hopes knock challenge park umassgives flagship,1
1171,umass memorial medical group physicians hiring academic neonatologist covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass job,0
1172,bluejays matt chapman entered tonight game leading american league times base redsox alex verdugo tied th bo bichette list,1
1173,umassgives head coach jason dowiak message umassgives flagship,1
1174,mlb action rossbenjamin amp dougupstone dish freepicks games bluejays redsox diamondbacks rangers mlb betting predictions games toronto blue jays vs boston red sox arizona diamondbacks vs texas rangers,0
1175,geeesh yes okay see intensity keep bleedgreen move heather,0
1176,umassamherst supported every athletic program available tom graduated hooked umass years,1
1177,rt umassbaseball lints k side order allowing leadoff walk umass siena flagship,1
1178,batted ball traveled farthest distance game home run bluejays daulton varsho vs redsox estimated distance feet,-1
1179,rt carlemuseum join carlemuseum multilingual may special storytime series celebrating linguistic diversity um,1
1180,umpires bluejays redsox little ryan additon dan merzel lance barksdale base assignments confirmed first pitch first pitch pm venue fenway park,1
1181,great job houck shaking th going th bullpen depleted night redsox dirtywater,1
1182,congratulations career preparation co op student meadow g earning microsoft office specialist certification powerpoint meadow earned industry based certifications year nhstexans flagship texansatwork nisdcte iamnisdcte,1
1183,redsox bluejays ready bos game th home game overall bos tor mlb,1
1184,wong third strike bos tor boston massachusetts redsox bostonredsox baseball mlb,-1
1185,hobart scores first two goals second quarter pull front left half gorillalacrosse x flagship,-1
1186,rt umassamherst class class lot changed past years opportunity help forg,0
1187,alex binelas boston red sox topps heritage minor league card auto thehobby whodoyoucollect baseballcards sportscards tradingcards collect mlb redsox dirtywater,1
1188,rt hifftracker bluejays redsox george springer foul tip rhp tanner houck seq fs sl ff mph four,1
1189,rt umasslacrosse wlax midfielder year amy moreau flagship,1
1190,toth doubles second time today drives justin blumenthal two doubles day mark career high umass st bonaventure flagship,1
1191,skaggs job sac fly cf b umass siena flagship,1
1192,plate redsox designated hitter masataka yoshida game hitting streak entering today action tied rangers robbie grossman longest active hitting streak mlb,-1
1193,appreciate isenberg community huge shoutout umassgives donors far lfroment sfpatriot dmags kpetersnm takehikon seanwandrei lomohio val bthoops mattkatz laurelhosmer isenberggives,1
1194,things celtics celticpride move heather nbaplayoffs nbaontnt unfinishedbusiness,1
1195,plate bluejays bo bichette rbi strikeouts vs redsox starter tanner houck including game far,0
1196,laxbacker nation thank showing day umassgives let bring energy day umassgives flagship,1
1197,td bank ballpark somerset county tournament semis bridgewater raritan brbaseball mound umass commit lhp jason cozzi bridgewater raritan vs rutgers prep rutgersprepball mound maryland commit lhp zach fronio pbrnewjersey,1
1198,row redsox,1
1199,rt umassfootball spring game photo dump flagship,1
1200,rt nbcsceltics celtics vp public relations heather walker dies battle brain cancer sending condolences love,-1
1201,tough way end season proud adversity overcome fell fordham wten semifinals kit mohr atlantic flagship,1
1202,ready another base road series st bonaventure fri apr sat apr sun apr st bonaventure n handler park p p flagship,1
1203,go gifts givehappy umassgives isenberggives,-1
1204,thanks alumni friends support umassgives always umassamherst giving away happy enter p chance win,1
1205,rt nesn sox take first vs toronto redsox,-1
1206,honor verdugo walkoff last night love survivinggrady addictsox pleasebefuckingfair redsox redsoxnation,1
1207,jayson tatum taking floor warmups atlanta pivotal game truetoatlanta celticpride move heather ptcnvrsn,1
1208,rt jacqail talk coachmccray excited receive th offer umass flagship fbcoachdbrown coach casula,1
1209,university massachusetts amherst umassgives please consider supporting umass women leadership leadership training professional development program prepares students state flagship public un,1
1210,dirty water w games remaining al east games back magic number elimination number wild card tied rd wild card magic number elimination number redsox redsoxmagicnumber,-1
1211,umass memorial medical group physicians hiring internal medicine outpatient primary care physician leominster covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass http app job,0
1212,nhlbruins fans urging spend money bruins merch future buy tickets join fully becoming colorado avalanche fan cale makar umass fuckthebruins,-1
1213,mlb baseball mlbtwitter nextlevel wearebluejays gojaysgo jays bluejays vs redsoxnation bostonredsox dirtywater redsox get best odds fast,1
1214,rt umasshockey coachcarvelum locmelis newmass x flagship,1
1215,rt umasstennis polina akimova clinches match point us singles flagship,1
1216,rt peteabe baseball redsox showed fight fenway park monday night,1
1217,rt umassfh umass field hockey calling supporters show program next days giving roll umass uma,1
1218,rt umassbaseball head coach coachreynolds message win siena umassgives flagship,1
1219,rt shotgunsprd sweep city sjuhawks base finishes take umass win domenic picone ip h er luk,-1
1220,exactly pitcher duel redsox,1
1221,def homerun tied redsox,-1
1222,talk planting flag hope see tomorrow umass,1
1223,spot inning houck horrendous redsox redsox,-1
1224,yaaaaa right fieldaaaa jt ground rule double redsox dirtywater,-1
1225,welcome day umassgives still whole day gather support students like emmi speaks highly skills confidence uwil gave ask two friends support uwil morning ucanuwil,1
1226,bluejays redsox bot th connor wong singles sharp line drive cf kevin kiermaier hit ft mph kikuchi ip h r k pitches strikes,-1
1227,rt umasslacrosse minutewomen claimed major wlax awards placed conference teams wednesday read post,-1
1228,connor wong first redsox hit game including extra base hits home runs spot batting order lower since hit game jackie bradley jr august hr doubles,-1
1229,thrilled welcome nhlbruins prospect fold joining us latvia lulea hf swedish hockey league dans locmelis newmass x flagship,1
1230,kikuchi gives pair rockets sequencing means redsox get one run tapia strikes filthy slider th boston bluejays,-1
1231,solo shot yoshida redsox,-1
1232,pixel android flagship declaring silent war expensive iphone samsung phones news tech timeblog,-1
1233,looking forward seeing another great addition umassmbb flagship,1
1234,boston redsox th anniversary new era fifty fitted cap chrome white black gray brim link live pm est bostonredsox redsox ecapcity halftimegoods neweracapstyle fifty newera neweracap fitted,1
1235,rt umassbaseball tichy smokes run shot lands somewhere sunderland homerun game career high nolan,-1
1236,rt brimaried devs jokingly throwing dirt rd base coach rivera redsox dirtywater,-1
1237,bluejays redsox bot th rafael devers flies cf kevin kiermaier hit ft mph kikuchi ip h r k hbp pitches strikes,-1
1238,following launch previous bev bmw setting tone ev luxury flagship bmw bmw ev electricvehicle dreamcars carsofinstagram luxury greenenergy fyp carsofinsta porcupine luxuryev flagship,1
1239,redsox top performers ranked rsnstats preferred measure production weight base average woba avg slg included plus expected versions stats green shading indicates expected performance exceeded actual results,1
1240,fun night ballpark doubt tomorrow redsox shot series win game game set vs bluejays,1
1241,lineups game set start momentarily flagship,1
1242,many pitchers gon na use innings tho bluejays redsox,-1
1243,one dazzling keynote talks performances ever witnessed prof leela gandhi demonstrated resistance critique playfulness creativity coexist linguistic literary practices readingconflicts leelagandhi umassamherst,1
1244,baby blue jays uniforms beautiful jays redsox,1
1245,follow along action espn fri amp sun espn sat flagship,1
1246,rt katylab yeasrs ago took great class filmnoir umass amherst jack shadoian check book dreams dead,1
1247,rt justoneweeworld overdue budget fit purpose snp flagship snp accused breaking promise failing,-1
1248,yoshida lets freaking goooo redsox,-1
1249,day umassgives winds want say thank incredible supporters umassgives flagship,1
1250,avg ops season redsox masataka yoshida bases empty runners runners scoring position lt lt lt,0
1251,rt umassmlacrosse total team effort tonight helped us secure tournament berth different goal scorers mike tobin poi,1
1252,hosting final home atlantic conference matchup season tomorrow saturday sortino george washington flagship,1
1253,calling alums jgeorge calling alumni supporters continue show umass women basketball day umassgives umassgives flagship,1
1254,th come behind win season redsox,1
1255,tichy smokes run shot lands somewhere sunderland homerun game career high nolan b umass siena flagship,-1
1256,sidekicks spring show nhstexans flagship texansatwork gene pike hatfieldelem sidekickssocial,1
1257,red sox notebook bryce harper back phillies lineup james paxton still rehabbing bostonredsox redsox redsoxnation goredsox,-1
1258,rt martymeehan thank cityline karenholmesward inviting umassboston chancellor emeritus keith motley talk abou,1
1259,injury update dive joel embiid injury impact spread ers v celtics series predictions best odds brotherlylove move heather fortheloveofphilly,-1
1260,umassgives resounding success generosity college humanities amp fine arts supports real students go make world better place thank,1
1261,welcome flagship yolanda cole yolandacole samera marsh mc sambam,1
1262,red sox notes alex verdugo continues put clutch gene display bostonredsox redsox bosox goredsox,-1
1263,boston red sox news redsox starting lineup tonight game toronto blue jays redsox bostonathletemagazine,1
1264,umassamherst earns stars gold rating recognition sustainability achievements stars sustainability tracking assessment amp rating system awarded umass amherst gold rating sustainability efforts learn,1
1265,rt umassmlacrosse join us final regular season game friday garber honoring seniors amp fifth years postga,1
1266,well done houck redsox,1
1267,long time since seen kind night redsox connor wong put together tuesday belting game tying go ahead home runs another win vs bluejays long well worked,1
1268,rt umassbaseball set midweek tilts hartford siena tues apr wed apr amherst mass earl lorden field,-1
1269,umass heads final quarter goals flagship,1
1270,love dirtywater let go redsox,1
1271,bluejays get tying run kevin kiermaier bloop single george springer hits double play next pitch end game redsox win connor wong night ballpark jays got three hits outside six run th,-1
1272,make huge difference gifts encourage faculty motivate students support many clubs organizations aim bring science community together umassgives give,1
1273,said end collabs sox could games season yankees redsox well usual thursdaynightfootball sessions,0
1274,rt umasssoftball gifts challenge umass softball supporters need show p amp help us win,1
1275,rt umassbaseball two wins let try sweep game three begin soon flagship,-1
1276,final handler park st bonaventure umass flagship,1
1277,umass stonewall center power hour starts eight hours wed april th est pst number donations hour dollar amount helps center donations help vital institution lgbtq,1
1278,streaming come chill w us twitch youtube chill gaming flagship,1
1279,overdue budget fit purpose snp flagship snp accused breaking promise failing use social security powers,-1
1280,rt brimaried noticed new sign huge jumbotron keeps track balls strikes cool redsox dirtywater,1
1281,fanduel single bleedgreen brotherlylove move heather celtics nbafantasy nbapicks picks basketball sportsgambling fantasybasketball nbatwitter nbatwitterlive dsg prizepicks draftkings dfs nbaplayoff lets get cash amp tourny,-1
1282,tonight night see champions center try next sam minuteman trying reference map flagship,1
1283,bluejays redsox top th george springer grounds double play ss enrique hernandez b christian arroyo b justin turner kevin kiermaier nd george springer st hit ft mph springer k lob,1
1284,devers hit fastballs save life right also come big spots far redsox mlb,-1
1285,finally win redsox,1
1286,redsox th win,1
1287,rt therealrbarry rainy amherst umass spring game year two brown era follow sydneyciano fo,0
1288,enmanuel valdez first career home run red sox extra meaning redsox rt,1
1289,great time umassfootball weekend thank coach mince coachmliv juicewa coachalexmiller ick ashleigh fbcoachdbrown coach mlayman dudemass asone flagship,1
1290,sox raking love see redsox,1
1291,sixers thank heather move heather,1
1292,lmfao fuck wacky stuff redsox,-1
1293,sbs rise remedying inequity student engagement serves first gen bipoc low income sbs undergrads gifts help us unlock nearly k generous umassgives challenges via umass sbs rise funds amp,1
1294,wow connor wong wow redsox lead wong delivers nd hr game bz,1
1295,krisch answers regain three goal cushion gorillalacrosse x flagship,0
1296,happy tuesday today sharing interesting statistics year umassamherst first year applications umassamherst umass umassadmissions umass,1
1297,rt umassmlacrosse day left show support umass men lacrosse umassgives flagship,1
1298,hardest hit ball either side game double redsox connor wong left bat mph vs bluejays,-1
1299,rt pokeyy every redsox home run april,-1
1300,rt ilnerness vladdy singles pair cut redsox lead one send bichette third whence passed ball connor wong sco,-1
1301,anyone else notice fenway turns home run strobe lights gets really dark like even see jays bluejays redsox,-1
1302,connor wong st redsox age younger hits including extra base hits home runs since xander bogaerts august,1
1303,connor wong night redsox,1
1304,want thank everyone generously contributed year umassgives campaign achieved gifts spectacular total nearly hearts thank decision givehappy,1
1305,weight transfer wednesday alex verdugo walk hr shegone redsox,0
1306,parents california cherished enrolling kids student entrepreneurship program organized listen parents say waiting join us flagship mentorshipprogram startuplife,1
1307,run tichy bomb minutemen early earl b umass siena flagship,1
1308,wow bluejays strike back hard runs scored counting vs redsox tanner houck th inning,-1
1309,another award ntichy congratulations nolan tabbing base player week flagship,1
1310,two wins let try sweep game three begin soon flagship,-1
1311,sold around far raising umass athletes order deadline proceeds go umassmbb amp umasswbb players order,-1
1312,minutes left donate department help us win umassgives power hour individual donations pm today receive bonus donate us,-1
1313,clifton ode umass hot cheese front nhlbruins,1
1314,rt umasssoftball umassgives officially started days giving ahead us show support umass softball help,1
1315,recently celebrated installation foot segment berlin wall umassamherst donated university hanson family wall section painted famed french artist noirthierry amp titled power creativity concrete umass,1
1316,bluejays redsox top th pitching change john schreiber replaces tanner houck,1
1317,cora take take take redsox bluejays,1
1318,rt umasswbb gifts challenge calling umass women basketball supporters show p amp help us win,1
1319,rt umassfootball excited announce additional k challenge money two anonymous football alumni added roland cha,-1
1320,rt sawxsouth alex cora think better step alex verdugo yes sir redsox dirtywater,-1
1321,rt umasssoftball final sortino field flagship,1
1322,rt tw drainage flagship van road today rest wicked teamtwdrainage drainage flagship workvehicle fle,1
1323,chaim bloom may hit homerun enmanuel valdez hit jackpot temu yet use code lt gt cash rewards knock park temu redsox dirtywater,-1
1324,verdugo yoshida amp devers great hitters top lineup year duran wong scorching hot hopefully keep playing high level love bats team amp extremely confident fluke redsox,1
1325,home run redsox masataka yoshida came mph seam fastball bluejays yusei kikuchi spin rate rpm pitch barreled mph launch angle estimated distance feet xba barrelalert,1
1326,aboard another week paradise keywest westernschooner flagship ahlexdiego follow us partyinkeywest hashtag us partyinkeywest,1
1327,hell tanner game still come cora redsox nesn redsox,1
1328,rt umassbaseball blumenthal drives luttazi third rbi game b umass hartford flagship,1
1329,bluejays redsox bot th mound visit,1
1330,rt umassbaseball hill extends lead hit number b umass hartford flagship,1
1331,dingers amp dubs final redsox blue jays dirtywater,1
1332,wlax defensive player year audra tosone flagship,1
1333,luttazi heads home ground blumenthal get us within two st bonaventure umass flagship,1
1334,rt umasslacrosse wlax defensive player year audra tosone flagship,1
1335,rt brimaried many pitchers gon na use innings tho bluejays redsox,-1
1336,rt umassadbamford congrats umasslacrosse another regular season title top seed next weekend tournament shout,1
1337,hobart takes lead gorillalacrosse x flagship,1
1338,closer look run first inning flagship,1
1339,well goodbye lead redsox,1
1340,red sox links connor wong show redsoxbaseball dirtywater redsox mediasrojas,-1
1341,national basketball association ers vs celtics live live ersceltics phivsbos brotherlylove move heather fortheloveofphilly sixers bostonceltics nba nbaplayoffs nba k playoffmode gameday live livestream,1
1342,hosting merrimack tomorrow sortino field final home contest flagship,1
1343,red sox lineup full gamers relentless single game reach lineup deserves starting pitchers match someone tell chaim never early go get arms redsox,-1
1344,sports fans call perfect day american league east new york yankees win tampa bay rays win baltimore orioles win boston redsox win rogers bluejays lose repbx dirtywater raysup birdland,1
1345,goes ii redsox alex verdugo nd lead double bats far tonight vs bluejays,1
1346,rt flagshipclub empower kids become tomorrow innovators nurturing entrepreneurial spirit flagship join st,1
1347,rt umassfootball defense leads end second quarter flagship,1
1348,saged umass loved friendly one west palm beach area closed years back miss right west palm hoffman chocolates give shout stroh ice cream bloomfield twp mich,1
1349,thank everyone participated amazing first day umassgives grateful generosity support community hours left every gift matters learn give,1
1350,rt crussell blessed receive offer university massachusetts flagship coach casula coachmichaelee coachverne,1
1351,rt mlbdailydingers rookie creighton gubanich became fourth mlb player launch grand slam first big league hit,1
1352,redsox tanner houck streak consecutive starts earned runs allowed ends tonight longest streak start career mlb history,-1
1353,rt hifftracker bluejays redsox b justin turner swinging rhp erik swanson seq ff sl fs fs fs mph,0
1354,interesting read nickashbourne start year alek manoah gets latest crack redsox tonight,1
1355,bluejays redsox kikuchi vs houck pm et b r game stat sheet playball,1
1356,rt coachfmartin thx jgumass putting together great zoom call tonite former players alumns donors court club members,1
1357,umass memorial medical group physicians hiring academic anesthesiologist covidhiring physicianjobs academicjobs surgeonjobs medicinejobs hospitaljobs umassmemorial ericdicksonceo umassmemorialhr umass job,0
1358,redsox tonight verdugo rf yoshida lf turner dh devers b duran cf casas b valdez b hern ndez ss wong c pivetta rhp nesn sox load lefties manoah although wong stays x hrs last games plus vs rhps,-1
1359,day left show support umass wbb umassgives flagship,1
1360,postseason starts today davidson quarterfinals orlando fla usta national campus flagship,1
1361,rt alumniumass thank alumni friends came together make umassgives tremendous success,1
1362,rt umassbaseball zack given bump start th minutemen flagship,1
1363,rt awill grateful excited receive first offer university massachusetts thank coachmccray coachbenalbe,-1
1364,rt umassmbb see soon jaylencurry flagship,1
1365,bluejays redsox top th bo bichette strikes swinging bichette bb r k lob,1
1366,redsox building little picket fence run nd rd th bluejays go th fenway,-1
1367,rt brimaried welp redsox dirtywater,-1
1368,ol appreciation post flagship,1
1369,good ass game attended today sox end everyone happy missed singing sweet caroline redsox conorwong,1
1370,umass basketball supporters set p tonight join rickyharris umassgives twitter spaces umassgives flagship,1
1371,bluejays redsox vladimir guerrero jr swinging rhp tanner houck seq fc sl fs mph splitter,1
1372,red sox wrap home run party saves boston disastrous inning redsox rt,-1
1373,blowing leads th inning becoming habit cora trying get houck win tonight obviously spitting bit dumb first time year redsox,-1
1374,umassgives incredible success together raised gifts immediately impact students prepare become tomorrow inspired leaders change makers innovators get details,1
1375,wlax defensive player week honor number hannah season heller caused team high turnovers secured draw controls saturday win saint joseph flagship,1
1376,rt ilnerness know much attention paid baseball side things tonight watching bluejays,-1
1377,redsox rally beat blue jays connor wong hr b b r rbi yoshida hits hr rbi turner hits rbi arroyo hr sox fenway bz,-1
1378,rt genymets check trade proposal castrovince lgm mets receive b rafael devers redsox,-1
1379,talk coachmccray excited receive th offer umass flagship fbcoachdbrown coach casula umassfootball,1
1380,rt eei time take breath give chaim bloom credit redsox,1
1381,red sox alex verdugo told walk home run redsox rt,-1
1382,st multi home run connorwong puts redsox ahead mlb,1
1383,wait year umassgives theme take amount planning donate add support umass mbb social media team donation,-1
1384,congrats umass student athletes week presented umassfive justin blumenthal umassbaseball nolan tichy umassbaseball joseph duggan umass xc tf megan frazee umass xc tf flagship,1
1385,wong redsox,0
1386,heartfelt thank everyone supported us umassgives including advocacy board members janet bailey made matching gift charlie jenkins made matching gift umasseduc community thank,1
1387,got job done flagship,1
1388,due next redsox alex verdugo justin turner rob refsnyder,-1
1389,earl siena amherst mass earl lorden field p espn flagship,1
1390,wong gone homerun bos tor boston massachusetts redsox bostonredsox baseball mlb,-1
1391,rt umassmlacrosse gifts challenge laxbacker nation calling show p amp help us win,1
1392,rt raijavaisanen students call umassuwil empowering eye opening life changing wish uwil umassamherst,1
1393,rt rsnstats redsox improve scoring first scoring runs hitting home run one run games,0
1394,rt umassadmissions welcome umass congratulations admission decision wait welcome campus fall,-1
1395,connor wong hot john henry let sign giants redsox,-1
1396,boooooosted redsox,-1
1397,game story arroyo gets sox board hr redsoxbaseball dirtywater redsox mediasrojas,-1
1398,wong light show tied solo green monster shot redsox dirtywater,-1
1399,redsox go kevin kiermaier makes absolutely bonkers play cut refsnyder trying get second easy double bluejays,-1
1400,rt umassfootball almost time flagship,1
1401,bluejays redsox bot th blue jays challenged play st alex verdugo grounds force b whit merrifield ss bo bichette raimel tapia nd alex verdugo st hit ft mph mayza ip h pitches strikes,-1
1402,dalton retires side order umass hartford flagship,-1
1403,day umassgives winds want say thank incredible supporters umassgives flagship,1
1404,redsox look th win row tonight pivetta mound team lot fun root currently games,1
1405,lieberman committed umass season,-1
1406,joy mudville redsox,1
1407,boston red sox great comeback victory cash mlb redsox,1
1408,yesterday fun let today check highlights victory hartford flagship,1
1409,rt hifftracker bluejays redsox danny jansen swinging rhp tanner houck seq sl sl si sl sl mph,0
1410,gameday umassfootball spring game mcguirk asone flagship dudemass,1
1411,sidekicks spring show nhstexans flagship texansatwork gene pike hatfieldelem sidekickssocial,1
