overall,reviewText,summary
4,"Fits tight across the chest. I think they're a little short. They come untucked under my shirt sometimes. Apart from that, they fit the bill. They're tank tops that aren't white.",Exactly what you'd expect.
4,These run smaller and narrower than other LG cycling shoes and much smaller than Pearl Izumi.,Four Stars
4,"I love it, the only fault is that the circumference is a little bit deformed but it's not bad, the garnet is beautiful and I like the clap",beautiful
4,"I figured the shirt would be sent from China, so I ordered a large and it fits me like a perfect medium. Shirt is of decent quality. Would recommend.",Small but nice
4,Cute i used Many many times,Four Stars
4,"Love it! Looks just like the picture on my body type. I am a size two and 5'5 and it fits me like the model, maybe a tiny bit smaller. Here is the thing, it smells HORRIBLE when you take it out of the packaging. I hug in outside for 5 days and the smell completely went away without even having to wash it first, but it was pretty bad.",Looks just like the picture for a small size but horrible smell
4,"We like silver jewelry more than gold.  The silver color contrasts better against natural skin tan and looks really nice.

The pendant looks very nice, and is just the right size for somebody who is petite size.  It has a nice elegant look to it.  The chain, however, gives the necklace a 'younger' look, as opposed to what somebody middle-aged would wear.  It is difficult to describe...As another reviewer mentioned, it's thin.  It does not look cheap, and seems to be strong, it just misses that extra substance to give it a more elegant, more mature look that would suit somebody middle-aged better.  Perhaps a slightly thicker chain with a different pattern can solve this.  Or, wear this to feel younger!  Convince yourself you are still in your late twenties or early thirties.  The chain does not need to be a show-stopper.","Nice necklace, 'young' look and feel"
4,This is the 3rd pair I ordered.  They get smelly quickly.,Overall good value
4,They don't have the most confortable soles but they are great for the price. And the size was a bit big for a 9 1/2 but all I need is hell pads and they're perfect,a bit big but worth the price
4,OK,Four Stars
4,Bought as a gift for someone. They seemed happy with them. They looked comfy.,They seemed happy with them
4,Works for me,Good product
4,Great  shoe just a bit small,Great shoe just a bit
4,"Great hat, great price, but it's a one size fits all so if you have a big head it won't fit. I have a smaller head so it fit perfect!","Great hat, great price"
4,The pants are very soft. The shirt is a knit. I would have liked them a bit more if the top was fleece also. But they are very comfortable and warm,Husband loves them
4,Warm and cozy!,Excellent quality!
4,I wear a womens 9 and these fit great for a recent hiking trip! I love that they are wool and don't get smelly!  (My Friend bought a different set off amazon that contained cotton and they smelled horrible by the end of the day).,I wear a womens 9 and these fit great for a recent hiking trip
4,"I like the dress, I ordered a medium, pretty much as expected. I think is because I am 82 of chest that the neck-shoulder part is larger that the photo reference. The long is great for me (1,64mts). I think that if I had ordered an small it would fit for chest-neck-shoulders but the long of the dress would be shorter, so I prefer to fix the neck instead of the long, that has no solution.",I like the dress
4,"Nice sweater. I would just like that. It sits well on me. It can be worn as a jeans, and the trousers. in general, all is well.",all is well.
4,I have no complaints at all about this hat. The fit is great and the flexfit feels right. Time will only tell how this hat will hold. I imagine like any other hat if you treat it good it will last a long time,Great fit
4,"Ordered a Size 12 for my daughter who normally wears a size 8-10. I took a guess that since this product was made in China, it would run small....guess what? It does. Well made and very cute, it is short in the torso. It fits my daughter (only age 7) just right now, but it will not fit next fall as I was hoping.","Cute, but runs small"
4,I do love this coat. Usually wear a medium or large so I paid attention to the comments and got an XL. It is tight. Would have sent back for XXL but they didn't have it. More incentive to shed 10 pounds!,I do love this coat
4,make sure you order 1 size larger...,Four Stars
4,"It was everything  I expected!! I love it, and it came  very quickly","I love it, and it came very quickly"
4,Looks really nice but runs really small. I wish I could've worn it. I plan to make a few alterations.,No stretch
4,Cute/versatile,Four Stars
4,Bought this for my daughter and it is quite large and fits her needs wonderfully.,... and it is quite large and fits her needs wonderfully.
4,"Overall great shoes and my 6 year old says they feel good, but I'm very glad I took the advice of other reviewers and ordered up.  I wish I had gone a full size up instead of a half.  Also, remember soccer socks are a bit thicker than regular socks so might take that into account.  The photo shows the soccer shoes next to Nike Frees that are a half size smaller.  You can see they're comparable; the Frees in 2.5 might even be a little larger than the Adidas in 3 even.",Run small!
4,nice shoes,Four Stars
4,"Very cute. Great quality, but definitely too big for 6-9 months. We just put them up for now.","Too big for size advertised, but will save for later!"
4,I like it,Four Stars
4,"Its a beautiful bracelet. I got it for my wife on our 35th Anniversary. She loves it.
The clasp is a 2 man operation.","Beautiful bracelet, difficult clasp."
4,"Cute, color is better than expected, nice emerald, just a little large in the chest area",color is better than expected
4,Need to return but haven't gotten a return label although I have requested one. They are very cute & well made but I have a problem toe,Adorable but not for me.
4,"For the price, these were a good purchase.  I wish the material was a little thinner and the cut a little less baggy, but for the value, I'd buy another pair.  They're good, cheap pajama bottoms.","Good value, no real complaints"
4,Excellent size,Four Stars
4,Really great dress for a great price.,Four Stars
4,"The product looked as expected, a bright yellow and black plaid with an elastic waist.  It is about 2 inches longer in the back which made it easier to determine the front from the back.  This skirt is definitely not something I would allow my daughter to wear to school (too short, made of cheap material and doesn't appear for daily wear).  But it will work perfectly as part of her ""Darla"" Halloween Costume.  It was a great value and much cheaper than I would have paid through a costume shop.",Cute Costume Skirt
4,"could be little softer on the inside, good shoe otherwise.",good shoe otherwise
4,I really like these pants.  They are very comfortable.  I can't wait to buy another pair soon.,Four Stars
4,"Nice shirt but not exactly like the shirts Fallon and Timberlake wear, which have a brown collar and sleeve cuffs.",Pretty good but not an exact replica
4,"I love the ring, it fit perfectly. And it didn't turn my finger green at all. Good quality. But the Gold plating did wear off and it is silver now. That part bummed me out and the only reason it's not 5 stars.",I love the ring
4,This dress fits and is comfy and super cute.,Four Stars
4,This purse is advertised as new but I am not sure it is.  It did not come with the original Coach tags or packaging.  It's a pretty purse and it's a great price.,Nice Purse
4,Great then I expected,Four Stars
4,"I really like this Jacket and was very pleased with it when I got it. It came very quickly even before the expected date. It looks exactly like the picture and fits true to size. I'm 5'4 and 120 lbs and usually wear a small but ordered a medium because I wanted it to be a bit bigger. The medium is exactly what I wanted and although a small would have worked I'm thrilled with the choice I made and what I got. The only thing that is off is that the coat does have an odd smell like bleach, but nothing a wash or two cant fix, and nothing that is upsetting or that makes me dislike the coat.",Great buy!
4,"I have both the EXENTRI and triHOLD. Between the two, the functionality is the same. The EXENTRI has a better quality of leather. The triHOLD's leather seems cheap and vinyl like. the stainless steel clasps seem the same.
Between the two, I  prefer the EXENTRI.","Between triHOLD and EXENTRI, I prefer the EXENTRI."
4,Great price for the quality you get here. I bought these for my nephew to go back to school in and he loves them.,Great Value
4,Well made,Four Stars
4,It's great thanxs,Four Stars
4,I like the colors and is very warm. my only complaint is the top part of the glove doesn't like to stay buttoned,cute and functional
4,Very nice crossbody  bag,Four Stars
4,They are perfect for my daughter to wear to the pool at Disney World.,Four Stars
4,"I love it, but I won't be wearing anything under it...",Four Stars
4,My son likes this shirt.,Four Stars
4,"they are awesome! very detailed and cute, the only thing is that they are very very tiny and I would like them to be a little bigger, but still love them...",totally in love with them!
4,"Bought for my daughter for Christmas. They are absolutely cool looking, and she loves to wear them all the time.","They are absolutely cool looking, and she loves to wear them all ..."
4,Very nice dress.,My daughter likes it!
4,For the price these sandals are very comfortable. I can wear them all day without any discomfort to my feet. The only issue I have is when I apply a very tiny amount of baby oil to my toes to keep them shiny & soft. The oil transfers onto the shoes even if I use only a very tiny amount. However for the price I cannot complain much. Good pair of shoes.,Comfortable Shoes
4,I like it. Size is true. Weight and quality good. Only thing is personally I think it would look better and more balanced with an additional bad on the other side.  Wish I could purchase just an additional band to go with it.,For the price you can't beat it.
4,True to size but not really stretchable. Cute though.:),Four Stars
4,"Great look, but the fur does start to fall out after a time. Overall great value for the price though.","Great look, but the fur does start to fall ..."
4,"Nice watch. Very easy to read. Good hand movement. Was not a fan of the color once I received it and compared to my other Seiko automatic watch, the band quality felt lighter which I did not like for such a large faced watch. But overall, a nice watch.",Good watch
4,"Great dress. Dark silver metallic - almost a wet look. I have an 8 yr old who wears a 10 as she's fairly muscular. This was still roomy for her but very cute! It comes out of the package quite wrinkly so after a good steam, should be good to go",Glitzy glam party dress
4,It fit perfect  and delivery was as expected,It fit perfect and delivery was as expected
4,LOOKS MORE PURPLE ONLINE BUT ITS MORE PINK PURPLE,Four Stars
4,"Runs very small. Normally a M, Large is ""fitted."" With this T being 100% cotton, I expect shrinkage. Other than that issue [with sizing] the color is accurate and it is slightly ""shaped,"" which is good. Quality material.",Good shirt; Runs Small
4,"I wear a true size 9 US, they fit equally the same on the right & left foot. Unlike some of Jessica Simpson other shoes where one shoe always fits slightly larger than the other.",Perfect
4,"I like this except that the chest area is a little small.  I am a small person and have a small chest, so was surprised that it was a little tight.  Also one of the sides is about 4 inches higher than the other.  It is a very nice silky material and I will still enjoy wearing it over a swimming suit.",I like this except that the chest area is a little ...
4,soft fabric and nice color,Four Stars
4,"The sweater is very cute! My arms are really long so it was a bit short there, but he rest of it fit well! It is a really cute knit & definitely warm! The seller is great, if there is a problem they are quick to fix it :)","The seller is great, if there is a problem they are quick ..."
4,"Pretty thin, but okay quality.",Okay
4,very nice,Four Stars
4,"Cute shirt, fun color. The orange is much brighter than it appears in the picture but I actually like it more. It's a little big but it will allow room for a growing tummy and not get tight.",fun color. The orange is much brighter than it ...
4,Oh how I wished this comes in different widths... it is so elegant but it does run a bit small in the front... not my day...,Oh how I wished this comes in different widths. ...
4,"It's exactly as described, right down to the super thin fabric and nearly-flimsy zippers.

Arrived 2 days before a two week fly/drive/train European vacation.  No problem fitting it onto the overhead bins for discount EU airlines -- we flew Norwegian into UK, then EasyJet to France and Monarch(RIP) back from Venice.  Didn't test the enormous laptop slot as I was taking a true vacation without laptop!

Straps were passable, and no belt strap.  But it was handy to toss it on my back, especially given my wife's penchant for making me handle her bags as well.  Walking on the plane with a big backpack is way easier than rolling down the aisle.

I like that it opens like luggage.  The internal zippered spaces were just-ok.",right down to the super thin fabric and nearly-flimsy zippers
4,My son really likes this shirt & it fits him well. I just wish they didn't cost so much just for a plain graphic tee. I've bought rock shirts cheaper,Cool shirt but...
4,May have gone too big on them. I do not like how half sizes are more.,Good Quality
4,"This is the second time I've bought these pants. This time, the leg length was longer for the ""regular"" fit and I had to hem them. That's why I didn't give 5 stars.",Pants that actually fit a small waist and full hips
4,"It ran a little bit bigger than the last one I bought, but it is ok.  I love No Bad Days Baja hoodies.  They are much softer than most and they don't seem to collect as much debris as other ones.  I can wear it to the barn without it getting straw and hay stuck all over it.  They are not itchy at all.  I love them! :)",I love No Bad Days!! :)
4,Pills up really fast in washing. But it fits well,Four Stars
4,"They are nice and are thinner than others, which is just what I wanted!",Nice!
4,"Good, casual city shoe.",Great shoe to chill in.
4,Nice shorts,Four Stars
4,Good shirt. Very comfortable.,Four Stars
4,I like this dress. It looks just as pictured. The bandage material is very substantial. Delivery came way quicker than originally stated. This dress is definitely for a slim build. If you are a size 14 or above I would not recommend purchasing this dress from this vendor as the fit of this dress is not very forgiving.,I like this dress
4,"I bought this backback for my sister. The design was ""awesome"" according to her and looked exactly like the picture provided. She loved it! The one problem she had was, that the bottom tore after two weeks of use.  It's a light duty backback. Meaning you shouldn't overfill it with books. Something parents or anyone should consider before buying.",Not intended for heavy duty use
4,Had to stretch them at first in a shoe tree and then used them for my daily walking. I am do not wear them a whole day but can use them a good portion of the day. They have good arch support.,I am do not wear them a whole day but can use them a good portion of the day
4,"Product was as advertised, and appears to be good quality.",and appears to be good quality.
4,"Very good quality for the price. The sizing seems accurate, I have a size 35 - 36 waist and ordered a size 38 and it fits very well. The buckle has a smooth satin metal finish. I prefer a softer leather belt and the leather is a little stiff, I am hoping it softens up a bit once it is broken in. Overall a great price for a belt of this quality.",Excellent value for a classic brown belt.
4,Love this buckle! I wear it all the time! Would highly recommend for horse lovers! Nice heavy buckle & great detail!,a horse lovers must!!!
4,"Dress worked out for my daughter, it was a lot shorter then I anticipated so we had to get tights.",Nice but short
4,What I expected. Cheap little bag.,Four Stars
4,Very comfortable. Love how it fits!,Four Stars
4,I bought this for my niece for her birthday and she loved it. No complaints,Good fit
4,Bought a XL for a friend who is about 6ft and fits him well. Only down side is the flipper mitten tips in the picture don't exist.,Not all as pictured.
4,"Very large..Nice leather, soft, and love the color..Bag is heavy!",Heavy bag
4,fit well,Four Stars
4,It fit!,It Fit!
4,"I love the shirt, but it definitely runs small. I usually wear a small and had to return and buy a medium. Its definitely a tight shirt, but very cute.",Cute but buy a size bigger
4,"Havent taken that big walk yet ...but they feel like I am floating

dying to take em for a cruise.",but they feel like I am floating dying to take em for a ...
4,Very bright colors.,Heart set
4,Good,Four Stars
4,Very cute,Swimsuit
4,good fit & smart color,Four Stars
4,excellent. fits nicely on my wife's dress,Four Stars
4,I ordered an XL guessing it would be a tad bigger . Turns out the XL was on the smaller size of an XL shirt. When I lose a few pounds the shirt will fit great.,When I lose a few pounds the shirt will fit great.
4,This is really cute and fits her well.,love it
4,nice fit and looks great with all looks,lovin  it !!!!!!! <3 <3 <3
4,"The item arrived on time and was as described by the seller.  Not one of my favorite, but worth the price.","Not one of my favorite, but worth the price"
4,"Very cute and I wear it, but it is seriously two sizes too small.  I ordered an extra large and I am a size 4/6 5'8'.  I wear it, and it is really cute for a 120lbs 5'4"" person (in an extra large) to give it that oversized look which would make this product stunning.","Very cute and I wear it, but it is ..."
4,"The material is great and the sweater is beautiful, but I was bummed out once I looked at the tag and saw it wasn't authentic Ralph Lauren. I would still wear it, I'm just disappointed.","Pretty, but not authentic"
4,Every thing was great thank you. I look forward to more shopping with Amazon,Four Stars
4,"No breathing for the foot, but looks very stylish",Four Stars
4,Bought these for my teen daughter and she loves them!,Four Stars
4,Good product,Four Stars
4,Nice dark color,Four Stars
4,"Soft fabric, very comfortable.",very comfortable.
4,Loved this dress n was complimented a lot... the material is thin but strong. Its shows off every curve so if u are not comfortablewith ur body rhis isn't the dress for you!,Beautiful dress
4,Love the hat; however the stitching was substandard.,Four Stars
4,"This bracelet looks really nice on, just as expected.  But it smells horrible, like a strong, musty smell.  It is supposed to be leather cord, but I think the ""leather"" is coated with paint, which may cause the smell (?) I hope it's not poisonous or carcinogenic.  Febreeze does not take away the smell.  Too bad they could not make it from regular leather cord that smells like leather.  The bad smell seems to be a common complaint with these types of bracelets.","This bracelet looks really nice on, just as expected"
4,Beautiful! Fine!,Four Stars
4,No arch support but for me not worn for much walking so they are okay.,Four Stars
4,"My initial impression is that it is a nice ring. It is much lighter than I expected, so that was a surprise and something to which I will have to grow accustomed.",My initial impression is that it is a nice ring. It is much lighter than I expected
4,Was a little large but looks good,Four Stars
4,Feel great!,Great feeling shoes!
4,They were a tad bit small to size but they are super cute,... a tad bit small to size but they are super
4,It's just a more snug fit than other Akademics clothing listed,Four Stars
4,Very pretty !!!! Make sure you choose two sizes bigger.,Four Stars
4,"Cute and cozy dress.  This will be great for the upcoming summer months.  The material is super soft and pretty.  It is not tight fitting, but is not meant to be.  This would be a great travel dress too.  I gave it 4 stars because it's about .5 inches too short for me.  I'm 5'7"" and 110-115 lbs.  The extra small fit perfectly, except for the length.",Super cute and cozy maxi dress
4,I shop online quite a bit so when a shoe does not offer 1/2 sizes I know you have to go up one size to accommodate unless you like your heel hanging off the back of the sandal. I get summer swelling on ankle and feet (no health condition!) from being hot in Texas; anyway it is a little snug across the foot I got it stretched just right I love them. I wish they offered these in Coral.,... to go up one size to accommodate unless you like your heel hanging off the back of the sandal
4,"Fits very well and is easy to adjust. The material is nicer than I expected, however the plastic rubbing seems a bit fragile.",Great Product.
4,Love the boots but the shaft was a little tight so I had them stretched.  The cobbler was very impressed with the quality of these boots.  Complemented me with having the nicest pair of boots he has seen in a long while.  Truly top quality.,Love the boots but the shaft was a little tight ...
4,It's nice but fits really small,Fits smaller than expected
4,"Pretty, and fashionable and fit fine for about 10 minutes out of the dryer, but then they stretch out and feel too big.",wear a 4 .should have gotten a 2...
4,"Very comfy pants! They do run a bit small, but they fit okay. They did wear out in the inner thigh pretty quickly, but they're a good price, so it didn't bother me too much.",Comfy
4,Sweg.,Four Stars
4,"It fits me well,I am 5 ft 10 in tall and 158 lbm weight.",Four Stars
4,came somewhat small,Four Stars
4,"Shirt is good for work, but a tad on the large side. I went by the size chart, though. Next time I'll try a size smaller.",Shirt is good for work
4,I bought these for my son. They run small and they are more for narrow feet.,Four Stars
4,"They are a little snug; but, they still feel and look great. The jeans are a very dark black which is a + for me.",they still feel and look great. The jeans are a very dark black which ...
4,"My daughter loves them. The slippers keep her piggies warm, and after a week of wearing them around the house and at daycare, they're still in one piece! They no longer look brand new (a little pilled), but if I get a year out of them, I'll be satisfied.",I'll be satisfied.
4,"Right out of the box, the shoes felt super light, very unlike most Clarks (having owned a handful in the past). Th laces definitely pop but you get an extra pair in a dark grey. I was concerned about the see thru sole but it's not as noticeable and adds a nice casual touch to the boot. One thing to note is that the Amazon pics seem to suggest these are brown but the listing clearly shows these are Grey. Even in person they have a hint of brown but definitely not brown. On the plus side i can wear these with black pants w/out worrying about clashing.

The fit is true but a tiny bit narrower in the toes than I expected. Not a huge deal as there s a good chance they'll loosen a bit up with more use.

Overall they are a keeper and I would recommend them.",Modern twist to classic Clarks Chukka
4,Very nice for the price. I do not like wearing my Maui Jim's on the four wheeler. These are a nice lens and the price was very nice to leave the maui at home while we ride.,Very nice for the price
4,"For the price this is a great dress. The material is very thin and feels almost like faux silk. Cute stitching and pattern. Top is large, would fit busty gals well.",cute summer dress
4,I have a weird head/face size just a little bit bigger than I imagined but clear lenses.  Great buy for the $ magnetic ends and extending sides that wrap around the back of your head during activities or make lanyard so that they are around neck when needed is the best idea I've ever seen on a pair of shades,Cool feature
4,I'm done with the flimsy ray bans these have structure and look just as good.,... ray bans these have structure and look just as good.
4,"I'm happy with my purchase so far. Weather-wise, I have not had the opportunity to use them. But they look good.",nice shoe
4,"Love these, but they are so hard to get on so I gave them four stars. Shipping was great though!!","Love these, but they are so hard to get ..."
4,Shoes are of good quality and my daughter loves her Elsa shoes.,Good quality!
4,It's OK,Four Stars
4,"Really like the style of the shoe and they look great. However, at the beginning they were unbelievably uncomfortable. had to oil them and wear them a few solid weeks to break them in.",Really like the style of the shoe and they look great
4,"Wanted it for a cowgirl outfit for Halloween,  it's fine.........",Pretty and light
4,"This is really cute!  Bought for my granddaughter for July 4th weekend.  Can't wait for her to wear.  As far as fit, if anything it runs a little big.",Cute as can be!
4,Quality and cute.,Four Stars
4,"My husband is slim and muscular, under 6 feet, and the medium fits great.  It's not so obnoxiously tight that he reveals his shape, but no baggy, either.  In other words, it can be dressed up or down.  The fabric is thin but warm, and although I'm disappointed it's made in China, well, that's that I guess.  Anyway, great price for merino and decent quality.",and the medium fits great. It's not so obnoxiously tight that he reveals ...
4,"Too big for my skinny 4.5 year old ... but he still loves them, and they will be great for when he actually is 5!",and they will be great for when he actually is 5
4,I am 54 but 170 small waste size 8 in jeans large is a little too big. Great quality I will Order this again but in a medium pants,Great quality
4,"Hat fits and looks nice, Not problems so far and I've had the hat for several years now.  Warning: Anyone with Swedish heritage will stop you and complement you.","Hat fits and looks nice, Not problems so far and I've had the ..."
4,"I got the wrong color ..... they shipped Gold instead..... I have yet to purchase the shoes I originally order.  But fit good, and for it being a plat form shoes and stiletto heels.... I am very happy with my shoes.","But fit good, and for it being a plat form shoes ..."
4,They made my sister's day,Perfect
4,Good stylish shoes. My son loves them.,Four Stars
4,love the gloves especially...,Four Stars
4,Love it!,Four Stars
4,Not the same size as advertised but a beautifully crafted necklace.,Sparkly
4,Lots of compliments on the dress.,Four Stars
4,It fit! Just a bit shorter then I wanted.,"Great, just a bit shorter then I would've liked"
4,"I am used to having my sweatshirts fit a bit loose on me when I buy an XL, but this one doesn't fit that description.  It isn't tight, but it's not that loose comfy feeling. I love it thought.  I've received quite a few compliments on it when I wear it out.  There are more Totoro fans out there than you'd think!  One thing I have noticed - the hood started fraying away from the neck of the sweatshirt at the front after just a couple of washes.  I'm not tough on my stuff so I am sad the construction couldn't handle normal wear.  I do use the pouch for my hands and my phone and haven't had a problem with it so that's sturdy.  Buy up in size and enjoy!",I love it thought
4,i would have given it 5 stars but it had a tear/rip in it. other than that. It's great.,It's great.
4,"These jeans were very long, I can only wear them with high heel boots.  Other than that the fit is okay.  I like the brand and will another pair.",Very long
4,"Good for price, but runs small as the rest of the reviews state. Normally wear a medium and ordered XL, tops ok (the girls are poppin) and the bottoms are VERY snug.",Good for price
4,"I had to reorder, this is now the correct size. I have ordered size 34 in the first place but it runs too large, and normally my brother in law has size 34. This is a 33 and it fits good.",This is a 33 and it fits good.
4,All in all not bad I like the material and it looks nice but be sure to pay attention and just in case measure yourself to make sure it'll fit,Pretty good
4,Love the handbags but its did't have the watches what they say its had i gave its a 4 stars,Love the handbags but its did't have the watches what ...
4,"I love the square neck! I think it is flattering on me. The only down-side is this top felt a tad bit smaller than the others I bought at the same time. It still fit ok, but someone in the family ""helped"" with the laundry & apparently it was dried on hot. It drew up a bit. I can still wear it, but certainly not on a 'fat day'.",flattering
4,"Great colors for summer on my little boy. Would work for a little gal too. I just love Pumpkin Patch quality and designs, they look like kid's clothes and wear really well!",Another great item from Pumpkin Patch
4,I like this sweater it's warm but just had bit of trouble with the front part of it. Yet I love the pockets also.,I like this sweater it's warm but just had bit of ...
4,"Cute jeans, not too stiff. Run a little long in the length.",Four Stars
4,Doesn't feel cheaply made and is a perfect size,Cute
4,"I purchased these shoes to change into after wearing some less comfortable ones for my wedding.  For heels, these were very comfortable and still gave me the right height to wear with my wedding dress.  I've worn them several times since then in more casual settings and am wearing them in an upcoming wedding I'm in again.",Good comfort level
4,When I order the shoes they didn't look big but when I receive them they was big,Four Stars
4,A little bulky but my kid likes it,Four Stars
4,Just as I expected.,Four Stars
4,"A good quality shirt, like most Robert Grahams. As an owner of about 45 R.G. shirts, I feel I've reached the point where I know what to expect, detail-wise given the shirt's list price. This one is no exception. At this price point you usually get a nice printed fabric; embroidery details on the front; embroidered silk lining the inside the cuffs and collar, and contrasting silk lining the inside of the sleeve placket. This shirt is no exception. Although rare at this price point, a woven-pattern, rather than printed fabric would have garnered the final star. It would have been nice of Amazon to have included a more thorough description of these features, and an additional photo of the sleeve lining--a feature I have particular interest in as sometimes it is merely a cheap looking contrasting poplin print. Additionally, it would be nice for Amazon to stock RG's shirts in XS, as they are available on the RG Website. As it is, I must spend a good bit of money on taking in the sides and shortening the hem if I want to wear the shirt un-tucked. Amazon's Prime Two-day delivery is as reliable as clockwork.","Great Value, Nice Shirt"
4,"It was somewhat smaller, but it was adorable.",but it was adorable.
4,Pretty,Four Stars
4,great hat but the hair shed on the suit coat and is very difficult to remove.,Four Stars
4,Very soft fits great,sleepshirt
4,A bit on the smaller size. Wife loves them the color is very vivid. Feels sturdy.,As advertised.
4,A little large,Four Stars
4,"These are okay. Thin and comfy. Not as cute or flattering as I thought, but a good throw on for around the house.",but a good throw on for around the house
4,"Pretty and comfortable, but almost too small for an adult woman. Still wearable.",Very Nice If a Bit Small
4,"I never spend anywhere near $100 for golf shoes. There are too many good options in the $40 - $60 range. However, I recently bought my first pair of Skechers casual shoes and I really like the look, (light) weight and comfort of them. Couple that with wanting to try a newer style of golf shoe that doesn't require replacing spikes; and I had to try these. So far so good.

The one thing to be aware of - and it's a big plus for me, personally - is that the front of the shoe is quite rounded around the toe area, almost clownish looking. As to its looks, that's personal taste. But that rounded feature adds to the overall comfort for me. For someone with narrow feet - I don't know.

Advice for buying shoes online, specifically these: I tried going by a Skechers store, but they did not carry any golf shoes. But because I had another pair of Skechers, I felt fairly confident in the sizing in order to buy them online. The result: they fit just fine.","Pricey, but a good, comfortable golf shoe."
4,I could get it very fast. I and my son love the color. My son can't wait to wear it in summer.,Love this color
4,I have problems with my ankles so the fact that I can only wear these at all is amazing.  Don't let the fact that I can only wear them for a couple of hours turn you off. They are very comfortable and would recommend them as very comfortable to anyone who has average feet/ankle condition.,... that I can only wear these at all is amazing. Don't let the fact that I can only ...
4,"It was a gift and the recipient, a true Dr. Who fan, just loved it.",A Who Fan loved it.
4,Wore this to a masquerade party and received a lot of compliments.  It's a hard form mask - it doesn't bend to fit the shape of your face.  And I had a bit of a hard time making sure it was tied tight enough that it didn't slide down.  But once it was on right it was fun to wear!,Got lots of compliments!
4,This shoes are gorgeous but they run small and a little narrow.  A little more shiny then expected for silver shoes but they are still gorgeous. They are a cheaper brand of shoe so they are not for After 5 engagements are any event of that magnitude.  Perfect for jeans and a casual night out for fun perfect!,Silver shoes
4,Very confortable sandals,Four Stars
4,great boot! love the feel it gives me when I'm running. It was a little small but it was perfect because it stretched to my foot after a few games.,Great boot
4,really cute dress. but had to sew on one of the bows that came off.,Four Stars
4,"I am 130 lbs, 34b busts, 28 waist and 40 hips. I usually wear medium-large bottoms and xs-s tops. I bought this dress in a l and it is way to big. It can be altered though, so no worries. It is worth mentioning that the material is very this and see through, so i have to get it lined. For the price though, it was a good buy....","Nice, but thin and see through"
4,"It is a very nice jacket, but cut more for a Junior.
Sizing seemed to be off.",Four Stars
4,"This is a REAL review... ignore those fake ones down below that all have ""love"" as the headline.  Really, they couldn't be more original?

Anyway.... I bought this dress for my daughter, and I must say, it is FAR prettier in person than on the web page!  It isn't so ""washed out"" as it appears on screen.  A previous reviewer called it ""mint blue"" vs mint green, and I would agree.  The belt-like trim (it's not removable) is gorgeous! Quite blingy, but elegant.  The photo here on Amazon doesn't do it justice.  Our only complaint is the lace bodice is kinda scratchy.  Other than that, it's a great find.  True to size, too.","Beautiful trim, elegant and lovely dress."
4,These shoes are very comfortable besides digging into my heels.  Maybe after I break them in more that will stop happening.,Merrels are always great.
4,"It's lovely, color is exactly as shown.  It's slightly more light weight than I thought it was going to be.","It's lovely, color is exactly as shown. It's ..."
4,Goog,Four Stars
4,it was a nice bag but it wasn't what i was looking for,nice bag
4,"This robe is too heavy for wearing around in a normally heated house.  It is more like the weight and warmth of a heavy cloth winter coat.
What it is great for is walking the dog outside early AM or late PM.  Also good for keeping warm when house is cooled down for the night.
The arms are long enough (and roll up) for tall folks, the length and wrap around leave no exposed body parts for taller and not skinny folks.",It is more like the weight and warmth of a heavy cloth winter ...
4,Fit great,Like material
4,Cute but itchy.,Four Stars
4,This was a bit smaller than I expected. I would more put it into 0-3 months than 3 months. Looks cute and was true to color,This was a bit smaller than I expected. I ...
4,"Just purchased this jacket as a fall jacket.  I'm 6' 1"" tall 225# w/ a 40"" waist.  I usually wear an XL so that's what I ordered.  When I received it, I noticed that it was cut a little large even for me.  I'm able to wear a bulky sweatshirt under the jacket comfortably.  Normally I would sent it back, but I really like this jacket and will be able to wear it three seasons with a sweatshirt, so I've decided to keep it.  For those who may be considering purchasing, just be aware this comes cut a bit on the large size......",A little more than Expected
4,"NOT REAL LEATHER!  It says real leather but is in fact synthetic upper (i.e. fake leather).  Normally I would send these back in a huff, but they look really nice and are in fact comfortable, so I'm keeping them.  If they were real leather I would have given them 5 stars.",NOT REAL LEATHER!
4,Watch band was too small for my husband's wrist however it was a beautiful watch.,... small for my husband's wrist however it was a beautiful watch.
4,Cute and classy little item. Impressive that it dispenses a card at a time.,Classy biz card dispenser
4,Fits very nice but not long enough for me....I am 145lbs 36DD 5'6 and I ordered size Med.,Md
4,To small,Four Stars
4,"they are a different kind of material than I expected. A little loose, but I like them.",but I like them.
4,"Very cute, but I had to sew it to make it fit my slender neck.",Four Stars
4,Really pretty and soft. I only have to trim it a little bit to make it perfect for what I'm wearing it for!,"Very good, very nice!"
4,"Gorgeous boot. I love them so much but they would not zip uo with my fat calfs in the way, I almost cried!",I love them so much but they would not zip uo ...
4,Lovely dress.  The smocking is done well.  Must be ironed after each washing.,Lovely dress. The smocking is done well. Must ...
4,Nice sandals for work.  Don't know if I would use them for extended outdoor walking but nice for indoors.,Sandals
4,I kept it thinking it would be useful but it is a little busy for anything but informal use.  Like the feminine applique.,"nice applique, but busy print"
4,"Runs very, very small. My actual size is 9.5 W, but I usually size up to 10 W, as I did with these. They were so small I couldn't even get my foot halfway into them. They did look nice, but I can't speak to comfort or anything else.","They did look nice, but I can't speak to comfort or anything ..."
